stock_id,name,market,capital,shares,par,source,asof,note
4907,富宇,tpex,,118145778,,universe:2026-09-03,2026-09-04,feed-shares
4908,前鼎,tpex,,78216907,,universe:2026-09-03,2026-09-04,feed-shares
4909,新復興,tpex,,93356864,,universe:2026-09-03,2026-09-04,feed-shares
4911,德英,tpex,,68817133,,universe:2026-09-03,2026-09-04,feed-shares
4912,聯德控股-KY,twse,669930990,66993099,10,twse-opendata-L,2026-09-03,ok
4915,致伸,twse,4718808240,471880824,10,twse-opendata-L,2026-09-03,ok
4916,事欣科,twse,1240825390,124082539,10,twse-opendata-L,2026-09-03,ok
4919,新唐,twse,4197652680,419765268,10,twse-opendata-L,2026-09-03,ok
4923,力士,tpex,,37373129,,universe:2026-09-03,2026-09-04,feed-shares
4924,欣厚-KY,tpex,,37164409,,universe:2026-09-03,2026-09-04,feed-shares
4925,智微,emerging,710658500,71065850,10,tpex-mopsfin-R,2026-09-03,ok
4927,泰鼎-KY,twse,2649379880,264937988,10,twse-opendata-L,2026-09-03,ok
4930,燦星網,twse,800000000,80000000,10,twse-opendata-L,2026-09-03,ok
4931,新盛力,tpex,,65565761,,universe:2026-09-03,2026-09-04,feed-shares
4933,友輝,tpex,,82662675,,universe:2026-09-03,2026-09-04,feed-shares
4934,太極,twse,2250000000,225000000,10,twse-opendata-L,2026-09-03,ok
4935,茂林-KY,twse,1288640910,128864091,10,twse-opendata-L,2026-09-03,ok
4938,和碩,twse,26820441030,2682044103,10,twse-opendata-L,2026-09-03,ok
4939,亞電,tpex,,98200868,,universe:2026-09-03,2026-09-04,feed-shares
4942,嘉彰,twse,1423676130,142367613,10,twse-opendata-L,2026-09-03,ok
4943,康控-KY,twse,1266943530,126694353,10,twse-opendata-L,2026-09-03,ok
4946,辣椒,tpex,,8852816,,universe:2026-09-03,2026-09-04,feed-shares
4949,有成精密,twse,677031430,67703143,10,twse-opendata-L,2026-09-03,ok
4950,金耘國際,tpex,,57729107,,universe:2026-09-03,2026-09-04,feed-shares
4951,精拓科,tpex,,34148713,,universe:2026-09-03,2026-09-04,feed-shares
4952,凌通,twse,1088158160,108815816,10,twse-opendata-L,2026-09-03,ok
4953,緯致,tpex,,73147014,,universe:2026-09-03,2026-09-04,feed-shares
4956,光鋐,twse,1004082360,100408236,10,twse-opendata-L,2026-09-03,ok
4958,臻鼎-KY,twse,11172741650,1117274165,10,twse-opendata-L,2026-09-03,ok
4960,誠美材,twse,5717053880,571705388,10,twse-opendata-L,2026-09-03,ok
4961,天鈺,twse,1212536030,121253603,10,twse-opendata-L,2026-09-03,ok
4966,譜瑞-KY,tpex,,78957788,,universe:2026-09-03,2026-09-04,feed-shares
4967,十銓,twse,849632880,84963288,10,twse-opendata-L,2026-09-03,ok
4968,立積,twse,922098980,92209898,10,twse-opendata-L,2026-09-03,ok
4971,IET-KY,tpex,,47185743,,universe:2026-09-03,2026-09-04,feed-shares
4972,湯石照明,tpex,,56888587,,universe:2026-09-03,2026-09-04,feed-shares
4973,廣穎,tpex,,65292843,,universe:2026-09-03,2026-09-04,feed-shares
4974,亞泰,tpex,,72500104,,universe:2026-09-03,2026-09-04,feed-shares
4976,佳凌,twse,1412180000,141218000,10,twse-opendata-L,2026-09-03,ok
4977,眾達-KY,twse,826898410,82689841,10,twse-opendata-L,2026-09-03,ok
4979,華星光,tpex,,142820039,,universe:2026-09-03,2026-09-04,feed-shares
4980,佐臻,emerging,452041090,45204109,10,tpex-mopsfin-R,2026-09-03,ok
4989,榮科,twse,1727765000,172776500,10,twse-opendata-L,2026-09-03,ok
4991,環宇-KY,tpex,,121343559,,universe:2026-09-03,2026-09-04,feed-shares
4994,傳奇,twse,663834000,66383400,10,twse-opendata-L,2026-09-03,ok
4995,晶達,tpex,,42592036,,universe:2026-09-03,2026-09-04,feed-shares
4999,鑫禾,twse,744172000,74417200,10,twse-opendata-L,2026-09-03,ok
5007,三星,twse,2949401540,294940154,10,twse-opendata-L,2026-09-03,ok
5009,榮剛,tpex,,602471197,,universe:2026-09-03,2026-09-04,feed-shares
5011,久陽,tpex,,100673922,,universe:2026-09-03,2026-09-04,feed-shares
5013,強新,tpex,,133416000,,universe:2026-09-03,2026-09-04,feed-shares
5014,建錩,tpex,,183265054,,universe:2026-09-03,2026-09-04,feed-shares
5015,華祺,tpex,,60639189,,universe:2026-09-03,2026-09-04,feed-shares
5016,松和,tpex,,49622076,,universe:2026-09-03,2026-09-04,feed-shares
5201,凱衛,tpex,,38674600,,universe:2026-09-03,2026-09-04,feed-shares
5202,力新,tpex,,89094000,,universe:2026-09-03,2026-09-04,feed-shares
5203,訊連,twse,773425500,77342550,10,twse-opendata-L,2026-09-03,ok
5205,中茂,tpex,,13500000,,universe:2026-09-03,2026-09-04,feed-shares
5206,坤悅,tpex,,201093375,,universe:2026-09-03,2026-09-04,feed-shares
5209,新鼎,tpex,,28663072,,universe:2026-09-03,2026-09-04,feed-shares
5210,寶碩,tpex,,82177779,,universe:2026-09-03,2026-09-04,feed-shares
5211,蒙恬,tpex,,32024727,,universe:2026-09-03,2026-09-04,feed-shares
5212,凌網,tpex,,34633000,,universe:2026-09-03,2026-09-04,feed-shares
5213,亞昕,tpex,,721334326,,universe:2026-09-03,2026-09-04,feed-shares
5215,科嘉-KY,twse,643375000,64337500,10,twse-opendata-L,2026-09-03,ok
5220,萬達光電,tpex,,39667000,,universe:2026-09-03,2026-09-04,feed-shares
5222,全訊,twse,910949680,91094968,10,twse-opendata-L,2026-09-03,ok
5223,安力-KY,tpex,,44549781,,universe:2026-09-03,2026-09-04,feed-shares
5225,東科-KY,twse,791364990,79136499,10,twse-opendata-L,2026-09-03,ok
5227,立凱-KY,tpex,,96000000,,universe:2026-09-03,2026-09-04,feed-shares
5228,鈺鎧,tpex,,38056253,,universe:2026-09-03,2026-09-04,feed-shares
5230,雷笛克光學,tpex,,56303831,,universe:2026-09-03,2026-09-04,feed-shares
5234,達興材料,twse,1027159110,102715911,10,twse-opendata-L,2026-09-03,ok
5236,凌陽創新,twse,600040380,60004038,10,twse-opendata-L,2026-09-03,ok
5240,建騰,emerging,265816850,26581685,10,tpex-mopsfin-R,2026-09-03,ok
5243,乙盛-KY,twse,1685289150,168528915,10,twse-opendata-L,2026-09-03,ok
5244,弘凱,twse,682418990,68241899,10,twse-opendata-L,2026-09-03,ok
5245,智晶,tpex,,45127141,,universe:2026-09-03,2026-09-04,feed-shares
5246,勵威,emerging,447928420,44792842,10,tpex-mopsfin-R,2026-09-03,ok
5248,景傳,emerging,245000000,24500000,10,tpex-mopsfin-R,2026-09-03,ok
5251,天鉞電,tpex,,33733377,,universe:2026-09-03,2026-09-04,feed-shares
5254,欣訊科技,emerging,226067860,22606786,10,tpex-mopsfin-R,2026-09-03,ok
5258,虹堡,twse,1103648940,110364894,10,twse-opendata-L,2026-09-03,ok
5262,立達,emerging,526985820,52698582,10,tpex-mopsfin-R,2026-09-03,ok
5263,智崴,tpex,,78936891,,universe:2026-09-03,2026-09-04,feed-shares
5267,龍翩,emerging,253000000,25300000,10,tpex-mopsfin-R,2026-09-03,ok
5269,祥碩,twse,741563590,74156359,10,twse-opendata-L,2026-09-03,ok
5271,紘通,emerging,425261690,42526169,10,tpex-mopsfin-R,2026-09-03,ok
5272,笙科,tpex,,55276118,,universe:2026-09-03,2026-09-04,feed-shares
5274,信驊,tpex,,41582953,,universe:2026-09-03,2026-09-04,feed-shares
5276,達輝-KY,tpex,,39500000,,universe:2026-09-02,2026-09-03,feed-shares
5278,尚凡*,tpex,,300000000,,universe:2026-09-03,2026-09-04,feed-shares
5283,禾聯碩,twse,876005100,87600510,10,twse-opendata-L,2026-09-03,ok
5284,jpp-KY,twse,528926830,52892683,10,twse-opendata-L,2026-09-03,ok
5285,界霖,twse,1020409260,102040926,10,twse-opendata-L,2026-09-03,ok
5287,數字,tpex,,65738500,,universe:2026-09-03,2026-09-04,feed-shares
5288,豐祥-KY,twse,696987220,69698722,10,twse-opendata-L,2026-09-03,ok
5289,宜鼎,tpex,,98335431,,universe:2026-09-03,2026-09-04,feed-shares
5291,邑昇,tpex,,41890606,,universe:2026-09-03,2026-09-04,feed-shares
5292,華懋,twse,463188000,46318800,10,twse-opendata-L,2026-09-03,ok
5297,廣化,emerging,376524900,37652490,10,tpex-mopsfin-R,2026-09-03,ok
5299,杰力,tpex,,51064781,,universe:2026-09-03,2026-09-04,feed-shares
5301,寶得利,tpex,,65890304,,universe:2026-09-03,2026-09-04,feed-shares
5302,太欣,tpex,,159888349,,universe:2026-09-03,2026-09-04,feed-shares
5306,桂盟,twse,1260007720,126000772,10,twse-opendata-L,2026-09-03,ok
5309,系統電,tpex,,231653594,,universe:2026-09-03,2026-09-04,feed-shares
5310,天剛,tpex,,28943517,,universe:2026-09-02,2026-09-03,feed-shares
5312,寶島科,tpex,,60059898,,universe:2026-09-03,2026-09-04,feed-shares
5314,世紀*,tpex,,1205960000,,universe:2026-09-03,2026-09-04,feed-shares
5315,光聯,tpex,,106351832,,universe:2026-09-03,2026-09-04,feed-shares
5321,美而快,tpex,,59543149,,universe:2026-09-03,2026-09-04,feed-shares
5324,士開,tpex,,226379090,,universe:2026-09-03,2026-09-04,feed-shares
5328,華容,tpex,,172710724,,universe:2026-09-03,2026-09-04,feed-shares
5340,建榮,tpex,,194893964,,universe:2026-09-03,2026-09-04,feed-shares
5344,立衛,tpex,,79447460,,universe:2026-09-03,2026-09-04,feed-shares
5345,馥鴻,tpex,,37795000,,universe:2026-09-03,2026-09-04,feed-shares
5347,世界,tpex,,1878502192,,universe:2026-09-03,2026-09-04,feed-shares
5348,正能量智能,tpex,,14775917,,universe:2026-09-03,2026-09-04,feed-shares
5351,鈺創,tpex,,328770781,,universe:2026-09-03,2026-09-04,feed-shares
5353,台林,tpex,,75765000,,universe:2026-09-03,2026-09-04,feed-shares
5355,佳總,tpex,,166122792,,universe:2026-09-03,2026-09-04,feed-shares
5356,協益,tpex,,103040000,,universe:2026-09-03,2026-09-04,feed-shares
5364,力麗店,tpex,,63849940,,universe:2026-09-03,2026-09-04,feed-shares
5381,光譜,tpex,,207690562,,universe:2026-09-03,2026-09-04,feed-shares
5386,青雲,tpex,,54121322,,universe:2026-09-03,2026-09-04,feed-shares
5388,中磊,twse,3043425420,304342542,10,twse-opendata-L,2026-09-03,ok
5392,能率,tpex,,180093388,,universe:2026-09-03,2026-09-04,feed-shares
5398,慕康生醫,tpex,,49465460,,universe:2026-09-03,2026-09-04,feed-shares
5403,中菲,tpex,,78176123,,universe:2026-09-03,2026-09-04,feed-shares
5410,國眾,tpex,,93368623,,universe:2026-09-03,2026-09-04,feed-shares
5425,台半,tpex,,263485486,,universe:2026-09-03,2026-09-04,feed-shares
5426,振發,tpex,,143800000,,universe:2026-09-03,2026-09-04,feed-shares
5432,新門,tpex,,20687804,,universe:2026-09-03,2026-09-04,feed-shares
5434,崇越,twse,1936576550,193657655,10,twse-opendata-L,2026-09-03,ok
5438,東友,tpex,,112536565,,universe:2026-09-03,2026-09-04,feed-shares
5439,高技,tpex,,92976751,,universe:2026-09-03,2026-09-04,feed-shares
5443,均豪,tpex,,164746644,,universe:2026-09-03,2026-09-04,feed-shares
5450,南良,tpex,,122403239,,universe:2026-09-03,2026-09-04,feed-shares
5452,佶優,tpex,,148763669,,universe:2026-09-03,2026-09-04,feed-shares
5455,昇益,tpex,,65501813,,universe:2026-09-03,2026-09-04,feed-shares
5457,宣德,tpex,,196428800,,universe:2026-09-03,2026-09-04,feed-shares
5460,同協,tpex,,58778130,,universe:2026-09-03,2026-09-04,feed-shares
5464,霖宏,tpex,,71071490,,universe:2026-09-03,2026-09-04,feed-shares
5465,富驊,tpex,,147682629,,universe:2026-09-03,2026-09-04,feed-shares
5468,凱鈺,tpex,,58922909,,universe:2026-09-03,2026-09-04,feed-shares
5469,瀚宇博,twse,4861660000,486166000,10,twse-opendata-L,2026-09-03,ok
5471,松翰,twse,1678770620,167877062,10,twse-opendata-L,2026-09-03,ok
5474,聰泰,tpex,,39756944,,universe:2026-09-03,2026-09-04,feed-shares
5475,德宏,tpex,,127127017,,universe:2026-09-03,2026-09-04,feed-shares
5478,智冠,tpex,,156074332,,universe:2026-09-03,2026-09-04,feed-shares
5481,新華,tpex,,71402891,,universe:2026-09-03,2026-09-04,feed-shares
5483,中美晶,tpex,,641221651,,universe:2026-09-03,2026-09-04,feed-shares
5484,慧友,twse,668010000,66801000,10,twse-opendata-L,2026-09-03,ok
5487,通泰,tpex,,24222516,,universe:2026-09-03,2026-09-04,feed-shares
5488,松普,tpex,,91586124,,universe:2026-09-03,2026-09-04,feed-shares
5489,彩富,tpex,,102706441,,universe:2026-09-03,2026-09-04,feed-shares
5490,同亨,tpex,,96152201,,universe:2026-09-03,2026-09-04,feed-shares
5493,三聯,tpex,,43689255,,universe:2026-09-03,2026-09-04,feed-shares
5498,凱崴,tpex,,193548545,,universe:2026-09-03,2026-09-04,feed-shares
5508,永信建,tpex,,217428133,,universe:2026-09-03,2026-09-04,feed-shares
5511,德昌,tpex,,136000000,,universe:2026-09-03,2026-09-04,feed-shares
5512,力麒,tpex,,766312494,,universe:2026-09-03,2026-09-04,feed-shares
5514,三豐,tpex,,236118280,,universe:2026-09-03,2026-09-04,feed-shares
5515,建國,twse,2016000840,201600084,10,twse-opendata-L,2026-09-03,ok
5516,雙喜,tpex,,51545223,,universe:2026-09-03,2026-09-04,feed-shares
5519,隆大,twse,2301570390,230157039,10,twse-opendata-L,2026-09-03,ok
5520,力泰,tpex,,59975245,,universe:2026-09-02,2026-09-03,feed-shares
5521,工信,twse,4922801550,492280155,10,twse-opendata-L,2026-09-03,ok
5522,遠雄,twse,7815962410,781596241,10,twse-opendata-L,2026-09-03,ok
5523,豐謙,tpex,,155001464,,universe:2026-09-03,2026-09-04,feed-shares
5525,順天,twse,3181053780,318105378,10,twse-opendata-L,2026-09-03,ok
5529,鉅陞,tpex,,105769350,,universe:2026-09-03,2026-09-04,feed-shares
5530,龍巖,tpex,,420084199,,universe:2026-09-03,2026-09-04,feed-shares
5531,鄉林,twse,10775892450,977589245,,twse-opendata-L,2026-09-03,mismatch:11.023
5533,皇鼎,twse,2852449440,285244944,10,twse-opendata-L,2026-09-03,ok
5534,長虹,twse,3153259600,315325960,10,twse-opendata-L,2026-09-03,ok
5536,聖暉*,tpex,,124080930,,universe:2026-09-03,2026-09-04,feed-shares
5538,東明-KY,twse,2012033330,201203333,10,twse-opendata-L,2026-09-03,ok
5543,桓鼎-KY,tpex,,46703593,,universe:2026-09-03,2026-09-04,feed-shares
5546,永固-KY,twse,823534020,82353402,10,twse-opendata-L,2026-09-03,ok
5547,久舜,tpex,,51000000,,universe:2026-09-03,2026-09-04,feed-shares
5548,安倉,tpex,,63735065,,universe:2026-09-03,2026-09-04,feed-shares
5601,台聯櫃,tpex,,64800000,,universe:2026-09-03,2026-09-04,feed-shares
5603,陸海,tpex,,104876607,,universe:2026-09-03,2026-09-04,feed-shares
5604,中連,tpex,,108782968,,universe:2026-09-03,2026-09-04,feed-shares
5607,遠雄港,twse,3705529130,370552913,10,twse-opendata-L,2026-09-03,ok
5608,四維航,twse,3892761380,389276138,10,twse-opendata-L,2026-09-03,ok
5609,中菲行,tpex,,142884000,,universe:2026-09-03,2026-09-04,feed-shares
5701,劍湖山,tpex,,143000000,,universe:2026-09-03,2026-09-04,feed-shares
5703,亞都,tpex,,70239594,,universe:2026-09-03,2026-09-04,feed-shares
5704,老爺知,tpex,,58861658,,universe:2026-09-03,2026-09-04,feed-shares
5706,鳳凰,twse,837679200,83767920,10,twse-opendata-L,2026-09-03,ok
5859,遠壽,emerging,14502775000,1450277500,10,tpex-mopsfin-R,2026-09-03,ok
5863,瑞興銀,emerging,3202021230,320202123,10,tpex-mopsfin-R,2026-09-03,ok
5864,致和證,tpex,,504490084,,universe:2026-09-03,2026-09-04,feed-shares
5871,中租-KY,twse,18956495840,1745649584,,twse-opendata-L,2026-09-03,mismatch:10.859
5876,上海商銀,twse,49102191710,4910219171,10,twse-opendata-L,2026-09-03,ok
5878,台名,tpex,,25024303,,universe:2026-09-03,2026-09-04,feed-shares
5880,合庫金,twse,156809369140,15680936914,10,twse-opendata-L,2026-09-03,ok
5902,德記,tpex,,94500000,,universe:2026-09-03,2026-09-04,feed-shares
5903,全家,tpex,,223220000,,universe:2026-09-03,2026-09-04,feed-shares
5904,寶雅*,tpex,,1064438260,,universe:2026-09-03,2026-09-04,feed-shares
5905,南仁湖,tpex,,281623235,,universe:2026-09-03,2026-09-04,feed-shares
5906,台南-KY,twse,357414120,35741412,10,twse-opendata-L,2026-09-03,ok
5907,大洋-KY,twse,1955310000,195531000,10,twse-opendata-L,2026-09-03,ok
6005,群益證,twse,21709080970,2170908097,10,twse-opendata-L,2026-09-03,ok
6015,宏遠證,tpex,,403665050,,universe:2026-09-03,2026-09-04,feed-shares
6016,康和證,tpex,,772419946,,universe:2026-09-03,2026-09-04,feed-shares
6020,大展證,tpex,,252353154,,universe:2026-09-03,2026-09-04,feed-shares
6021,美好證,tpex,,312230974,,universe:2026-09-03,2026-09-04,feed-shares
6023,元大期,tpex,,447972732,,universe:2026-09-03,2026-09-04,feed-shares
6024,群益期,twse,2666834030,266683403,10,twse-opendata-L,2026-09-03,ok
6026,福邦證,tpex,,396161841,,universe:2026-09-03,2026-09-04,feed-shares
6027,德信,emerging,1557200800,155720080,10,tpex-mopsfin-R,2026-09-03,ok
6028,公勝保經,tpex,,25000000,,universe:2026-09-03,2026-09-04,feed-shares
6035,悠遊卡,emerging,713630000,71363000,10,tpex-mopsfin-R,2026-09-03,ok
6101,寬魚國際,tpex,,116601850,,universe:2026-09-03,2026-09-04,feed-shares
6103,合邦,tpex,,13604891,,universe:2026-09-03,2026-09-04,feed-shares
6104,創惟,tpex,,91129107,,universe:2026-09-03,2026-09-04,feed-shares
6108,競國,twse,1544943110,154494311,10,twse-opendata-L,2026-09-03,ok
6109,亞元,tpex,,87825414,,universe:2026-09-03,2026-09-04,feed-shares
6111,光聚晶電,tpex,,108511051,,universe:2026-09-03,2026-09-04,feed-shares
6112,邁達特,twse,1883573360,188357336,10,twse-opendata-L,2026-09-03,ok
6113,亞矽,tpex,,52549455,,universe:2026-09-03,2026-09-04,feed-shares
6114,久威,tpex,,43911937,,universe:2026-09-03,2026-09-04,feed-shares
6115,鎰勝,twse,1876621540,187662154,10,twse-opendata-L,2026-09-03,ok
6116,彩晶,twse,28586548510,2858654851,10,twse-opendata-L,2026-09-03,ok
6117,迎廣,twse,925454080,92545408,10,twse-opendata-L,2026-09-03,ok
6118,建達,tpex,,90889573,,universe:2026-09-03,2026-09-04,feed-shares
6120,達運,twse,5989996020,598999602,10,twse-opendata-L,2026-09-03,ok
6121,新普,tpex,,184970519,,universe:2026-09-03,2026-09-04,feed-shares
6122,擎邦,tpex,,78091632,,universe:2026-09-03,2026-09-04,feed-shares
6123,上奇,tpex,,62089430,,universe:2026-09-03,2026-09-04,feed-shares
6124,業強,tpex,,182479945,,universe:2026-09-03,2026-09-04,feed-shares
6125,廣運,tpex,,259011150,,universe:2026-09-03,2026-09-04,feed-shares
6126,信音,tpex,,130218658,,universe:2026-09-03,2026-09-04,feed-shares
6127,九豪,tpex,,108079751,,universe:2026-09-03,2026-09-04,feed-shares
6128,上福,twse,1275887400,127588740,10,twse-opendata-L,2026-09-03,ok
6129,普誠,tpex,,180943675,,universe:2026-09-02,2026-09-03,feed-shares
6130,上亞科技,tpex,,46300000,,universe:2026-09-03,2026-09-04,feed-shares
6133,金橋,twse,1170062940,117006294,10,twse-opendata-L,2026-09-03,ok
6134,萬旭,tpex,,81882117,,universe:2026-09-03,2026-09-04,feed-shares
6136,富爾特,twse,1155364120,115536412,10,twse-opendata-L,2026-09-03,ok
6138,茂達,tpex,,75633500,,universe:2026-09-03,2026-09-04,feed-shares
6139,亞翔,twse,2355757240,235575724,10,twse-opendata-L,2026-09-03,ok
6140,訊達,tpex,,54897760,,universe:2026-09-03,2026-09-04,feed-shares
6141,柏承,twse,1133540050,113354005,10,twse-opendata-L,2026-09-03,ok
6142,友勁,twse,3307792150,330779215,10,twse-opendata-L,2026-09-03,ok
6143,振曜,tpex,,86058897,,universe:2026-09-03,2026-09-04,feed-shares
6144,得利影,tpex,,38273701,,universe:2026-09-03,2026-09-04,feed-shares
6146,耕興,tpex,,101867199,,universe:2026-09-03,2026-09-04,feed-shares
6147,頎邦,tpex,,744577539,,universe:2026-09-03,2026-09-04,feed-shares
6148,驊宏資,tpex,,46603757,,universe:2026-09-03,2026-09-04,feed-shares
6150,撼訊,tpex,,48345985,,universe:2026-09-03,2026-09-04,feed-shares
6151,晉倫,tpex,,55257300,,universe:2026-09-03,2026-09-04,feed-shares
6152,百一,twse,1677384630,167738463,10,twse-opendata-L,2026-09-03,ok
6153,嘉聯益,twse,6361776940,636177694,10,twse-opendata-L,2026-09-03,ok
6154,順發,tpex,,80080000,,universe:2026-09-03,2026-09-04,feed-shares
6155,鈞寶,twse,880239880,88023988,10,twse-opendata-L,2026-09-03,ok
6156,松上,tpex,,107875010,,universe:2026-09-03,2026-09-04,feed-shares
6158,禾昌,tpex,,55698288,,universe:2026-09-03,2026-09-04,feed-shares
6160,欣技,tpex,,68489120,,universe:2026-09-03,2026-09-04,feed-shares
6161,捷波,tpex,,56237477,,universe:2026-09-03,2026-09-04,feed-shares
6163,華電網,tpex,,148838747,,universe:2026-09-03,2026-09-04,feed-shares
6164,華興,twse,800000000,80000000,10,twse-opendata-L,2026-09-03,ok
6165,浪凡,twse,777526230,77752623,10,twse-opendata-L,2026-09-03,ok
6166,凌華,twse,2177692570,217769257,10,twse-opendata-L,2026-09-03,ok
6167,久正,tpex,,146000000,,universe:2026-09-03,2026-09-04,feed-shares
6168,宏齊,twse,2057618010,205761801,10,twse-opendata-L,2026-09-03,ok
6169,昱泉,tpex,,23394960,,universe:2026-09-03,2026-09-04,feed-shares
6170,統振,tpex,,97260038,,universe:2026-09-03,2026-09-04,feed-shares
6171,大城地產,tpex,,100000000,,universe:2026-09-03,2026-09-04,feed-shares
6173,信昌電,tpex,,171200000,,universe:2026-09-03,2026-09-04,feed-shares
6174,安碁,tpex,,50000000,,universe:2026-09-03,2026-09-04,feed-shares
6175,立敦,tpex,,150121812,,universe:2026-09-03,2026-09-04,feed-shares
6176,瑞儀,twse,3487704470,348770447,10,twse-opendata-L,2026-09-03,ok
6177,達麗,twse,4718914260,471891426,10,twse-opendata-L,2026-09-03,ok
6179,亞通,tpex,,177324650,,universe:2026-09-03,2026-09-04,feed-shares
6180,橘子,tpex,,175493573,,universe:2026-09-03,2026-09-04,feed-shares
6182,合晶,tpex,,635459979,,universe:2026-09-03,2026-09-04,feed-shares
6183,關貿,twse,1500000000,150000000,10,twse-opendata-L,2026-09-03,ok
6184,大豐電,twse,1582306570,158230657,10,twse-opendata-L,2026-09-03,ok
6185,幃翔,tpex,,149867531,,universe:2026-09-03,2026-09-04,feed-shares
6186,新潤,tpex,,226907598,,universe:2026-09-03,2026-09-04,feed-shares
6187,萬潤,tpex,,98262739,,universe:2026-09-03,2026-09-04,feed-shares
6188,廣明,tpex,,278358910,,universe:2026-09-03,2026-09-04,feed-shares
6189,豐藝,twse,2637796570,263779657,10,twse-opendata-L,2026-09-03,ok
6190,萬泰科,tpex,,195820796,,universe:2026-09-03,2026-09-04,feed-shares
6191,精成科,twse,4993030000,499303000,10,twse-opendata-L,2026-09-03,ok
6192,巨路,twse,961557700,96155770,10,twse-opendata-L,2026-09-03,ok
6194,育富,tpex,,48000000,,universe:2026-09-03,2026-09-04,feed-shares
6195,詩肯,tpex,,50192942,,universe:2026-09-03,2026-09-04,feed-shares
6196,帆宣,twse,2203295290,220329529,10,twse-opendata-L,2026-09-03,ok
6197,佳必琪,twse,1234391280,123439128,10,twse-opendata-L,2026-09-03,ok
6198,瑞築,tpex,,171400350,,universe:2026-09-03,2026-09-04,feed-shares
6199,天品,tpex,,61760018,,universe:2026-09-03,2026-09-04,feed-shares
6201,亞弘電,twse,892000000,89200000,10,twse-opendata-L,2026-09-03,ok
6202,盛群,twse,2303882000,230388200,10,twse-opendata-L,2026-09-03,ok
6203,海韻電,tpex,,82401370,,universe:2026-09-03,2026-09-04,feed-shares
6204,艾華,tpex,,23102080,,universe:2026-09-03,2026-09-04,feed-shares
6205,詮欣,twse,822359070,82235907,10,twse-opendata-L,2026-09-03,ok
6206,飛捷,twse,1430623240,143062324,10,twse-opendata-L,2026-09-03,ok
6207,雷科,tpex,,93066484,,universe:2026-09-03,2026-09-04,feed-shares
6208,日揚,tpex,,94462343,,universe:2026-09-03,2026-09-04,feed-shares
6209,今國光,twse,1804627020,180462702,10,twse-opendata-L,2026-09-03,ok
6210,慶生,tpex,,35048000,,universe:2026-09-03,2026-09-04,feed-shares
6212,理銘,tpex,,102000000,,universe:2026-09-03,2026-09-04,feed-shares
6213,聯茂,twse,3635622180,363562218,10,twse-opendata-L,2026-09-03,ok
6214,精誠,twse,2722430660,272243066,10,twse-opendata-L,2026-09-03,ok
6215,和椿,twse,827896930,82789693,10,twse-opendata-L,2026-09-03,ok
6216,居易,twse,972961370,97296137,10,twse-opendata-L,2026-09-03,ok
6217,中探針,tpex,,117210018,,universe:2026-09-03,2026-09-04,feed-shares
6218,豪勉,tpex,,64262000,,universe:2026-09-03,2026-09-04,feed-shares
6219,富旺,tpex,,124967090,,universe:2026-09-03,2026-09-04,feed-shares
6220,岳豐,tpex,,146462640,,universe:2026-09-03,2026-09-04,feed-shares
6221,晉泰,tpex,,168612206,,universe:2026-09-03,2026-09-04,feed-shares
6222,立軒,tpex,,95688878,,universe:2026-09-03,2026-09-04,feed-shares
6223,旺矽,tpex,,97981309,,universe:2026-09-03,2026-09-04,feed-shares
6224,聚鼎,twse,856453610,85645361,10,twse-opendata-L,2026-09-03,ok
6225,天瀚,twse,278000000,27800000,10,twse-opendata-L,2026-09-03,ok
6226,光鼎,twse,1155347890,115534789,10,twse-opendata-L,2026-09-03,ok
6227,茂綸,tpex,,76111786,,universe:2026-09-03,2026-09-04,feed-shares
6229,研通,tpex,,40360700,,universe:2026-09-03,2026-09-04,feed-shares
6230,尼得科超眾,twse,863433960,86343396,10,twse-opendata-L,2026-09-03,ok
6231,系微,tpex,,45652186,,universe:2026-09-03,2026-09-04,feed-shares
6233,旺玖,tpex,,80971896,,universe:2026-09-03,2026-09-04,feed-shares
6234,高僑,tpex,,100386398,,universe:2026-09-03,2026-09-04,feed-shares
6235,華孚,twse,1999063060,199906306,10,twse-opendata-L,2026-09-03,ok
6237,驊訊,tpex,,79645371,,universe:2026-09-03,2026-09-04,feed-shares
6239,力成,twse,7591466340,759146634,10,twse-opendata-L,2026-09-03,ok
6240,松崗,tpex,,22867370,,universe:2026-09-03,2026-09-04,feed-shares
6241,鑫永洋,tpex,,45533670,,universe:2026-09-03,2026-09-04,feed-shares
6242,立康,tpex,,31806500,,universe:2026-09-03,2026-09-04,feed-shares
6243,迅杰,twse,452688410,45268841,10,twse-opendata-L,2026-09-03,ok
6244,茂迪,tpex,,387041875,,universe:2026-09-03,2026-09-04,feed-shares
6245,立端,tpex,,146608303,,universe:2026-09-03,2026-09-04,feed-shares
6246,臺龍,tpex,,37851415,,universe:2026-09-03,2026-09-04,feed-shares
6248,沛波,tpex,,99956149,,universe:2026-09-03,2026-09-04,feed-shares
6257,矽格,twse,4839123250,483912325,10,twse-opendata-L,2026-09-03,ok
6259,百徽,tpex,,28056146,,universe:2026-09-03,2026-09-04,feed-shares
6261,久元,tpex,,128497989,,universe:2026-09-03,2026-09-04,feed-shares
6263,普萊德,tpex,,62500964,,universe:2026-09-03,2026-09-04,feed-shares
6264,富裔,tpex,,136355291,,universe:2026-09-03,2026-09-04,feed-shares
