Date,SecuritiesCompanyCode,CompanyName,CompanyAbbreviation,Registration,SecuritiesIndustryCode,Address,UnifiedBusinessNo.,Chairman,GeneralManager,Spokesman,TitleOfSpokesman,DeputySpokesperson,Telephone,DateOfIncorporation,DateOfListing,ParValueOfCommonStock,Paidin.Capital.NTDollars,PrivateStock.shares,PreferredStock.shares,PreparationOfFinancialReportType,StockTransferAgent,StockTransferAgentTelephone,StockTransferAgentAddress,AccountingFirm,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Symbol,Fax,EmailAddress,WebAddress,IssueShares
1150908,6121,新普科技股份有限公司,新普,－ ,25,"NO.471 SEC.2 BADE RD., HUKOU TOWNSHIPHSINCHU COUNTY 30348, TAIWAN(R.O.C.)",86620351,宋福祥,宋福祥,魏靖文,副總,周麗滿,03-5695920,19920416,20011127,新台幣                 10.0000元,1849705190,0,0,1,台新綜合證券股務代理部,02-25048125,台北巿建國北路一段96號地下B1,勤業眾信聯合會計師事務所,方蘇立,高逸欣,SMP　,03-5695931,Jeanie_Wei@simplo.com.tw,www.simplo.com.tw,184970519
1150908,6122,擎邦國際科技工程股份有限公司,擎邦,－ ,05,"5th floor, 210, Ruiguang Rd., Neihu DistTaipei, Taiwan",05114306,洪健峰,張明燦,黃國書,財務長,駱素蓮,8751-0858,19820821,20000714,新台幣                 10.0000元,780916320,0,0,1,富邦綜合證券股份有限公司代理部,2361-1300,台北市中正區許昌街17號11樓,安侯建業聯合會計師事務所,黃明宏,鄭博仁,KPEC　　,8751-2407,kacct@kpec.com.tw,www.kpec.com.tw,78091632
1150908,6123,上奇科技股份有限公司,上奇,－ ,30,"3F,No.33,Lane 76,Rui Guang Rd.Taipei, R.O.C.　",86162989,許承強,魏茂發,魏茂發,總經理,黃淑真,02-87923001,19910727,20020123,新台幣                 10.0000元,620894300,0,0,1,元大證券股份有限公司,(02)25865859,106045 台北市大安區敦化南路2段67號地下一樓,安永聯合會計師事務所,許新民,余倩如,GrandTech 　,02-87923002,PR@grandtech.com,www.grandtech.com,62089430
1150908,6124,業強科技股份有限公司,業強,－ ,28,"7F., NO.19-13, SANCHONG RD., NANGANG DIST., TAIPEI CITY 115, TAIWAN (R.O.C.)Taipei City , Taiwan (R.O.C)",84900878,王台光,王台光,鄭文豪,財會處協理,鄭文豪,(02)2655-1166,19941223,20020319,新台幣                 10.0000元,1824799450,0,0,1,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路1段2號5樓,安侯建業聯合會計師事務所,陳政學,簡思娟,YCTC,(02)2655-1100,Wenhow_Cheng@yctc.com.tw,https://cht.yctc.com.tw,182479945
1150908,6125,廣運機械工程股份有限公司,廣運,－ ,05,"No. 69, Ting Ping Rd., Juifang Industrial Zone,Taipei Hsien, Taiwan,  R.O.C.　　",04757891,謝明凱,柯智鈞,朱淑娥,副總經理,邱敏華,(02)2786-3797,19760712,20020123,新台幣                 10.0000元,2590111500,0,0,1,統一綜合證券股份有限公司,(02)2746-3797,台北市東興路8號,勤業眾信聯合會計師事務所,蔡宗遠,尤盟貴,KENMEC　,(02)2788-9785,kenmec@kenmec.com,http://www.kenmec.com,259011150
1150908,6126,信音企業股份有限公司,信音,－ ,28,NO.209.  SECTION 2. CHUNG-CHEN ROAD. HU-KOU HSIANG 　　HSINCHU. TAIWAN R.O.C　　,47122187,甘信男,楊政綱,胡瑞珍,財務總處副總經理,郭建輝,(03)5992862,19760825,20020118,新台幣                 10.0000元,1297709080,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台北市100中正區許昌街17號11樓,安永聯合會計師事務所,林政緯,張志銘,SINGATRON　,(03)5995601,investment@singatron.com.tw,www.singatron.com.tw,129770908
1150908,6127,九豪精密陶瓷股份有限公司,九豪,－ ,28,"NO.160,  SEC.  1,  PING-TUNG  RD.,  PING-JEN  CITY,　　TAOYUAN  HSIEN,  TAIWAN,  R.O.C.　",86412635,陳清金,陳雋廷,陳永倉,財務長,施旼秀,(03)450-7531,19911202,20020110,新台幣                 10.0000元,1080797510,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,王攀發,彭以驊,LEATEC　,(03)450-7070,public@leatec.com,www.leatec.com,108079751
1150908,6129,普誠科技股份有限公司,普誠,－ ,24,"2F, No. 233-1, Baociao Road.,Sindian, Taipei, Taiwan, R.O.C.",22050539,姜長安,李國維,胡玉珍,董事長室協理,趙其琳,02-66296288,19860515,20011225,新台幣                 10.0000元,1605741200,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5F,國富浩華聯合會計師事務所,吳孟達,潘金樹,PTC　　,02-29160050,jade@princeton.com.tw,http://www.princeton.com.tw,160574120
1150908,6130,上亞科技股份有限公司,上亞科技,－ ,22,"6 F., No. 63, Ln. 77, Xing'ai Rd., Neihu Dist.,Taipei City 114731, Taiwan (R.O.C.)",84659035,蔡文杰,蔡中和,陳奮賢,董事長特助,蔡中和,02-27132100,19940107,20020326,新台幣                 10.0000元,493000000,14300000,0,1,永豐金證券股份有限公司,(02)2381-6288,台北市博愛路17號3樓,國富浩華聯合會計師事務所,王戊昌,陳桂美,SHANGYA,02-27132101,contact@genomeib.com,https://www.singbao.com/,49300000
1150908,6134,萬旭電業股份有限公司,萬旭,－ ,28,"3F 72 Wu Kong 6th Rd., Wu Ku Industrial DistrictNew Taipei City, Taiwan, ROC.　　",22522622,張程欽,張程欽,李秉哲,常務副總,朱紋儀,(02)2298-8066,19870604,20020108,新台幣                 10.0000元,818821170,5000000,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,林柏全,王菘澤,WanShih,(02)2298-8131,vicky.chu@wanshih.com,www.wanshih.com.tw,81882117
1150908,6138,茂達電子股份有限公司,茂達,－ ,24,"No. 6 Dusing 1St Rd., SBIPHsin-Chu,Taiwan,R.O.C.",16252902,陳泰銘,盛　剛,王志信,副董事長暨執行長,盛　剛,(03)564-2000,19971024,20020118,新台幣                 10.0000元,756335000,0,0,1,台新綜合證券股份有限公司,(02)2504-8125,台北市中山區建國北路1段96號B1,資誠聯合會計師事務所,白淑蒨,蔡欣怡,ANPEC,(03)5642050,IR@anpec.com.tw,https://www.anpec.com.tw,75633500
1150908,6140,訊達電腦股份有限公司,訊達電腦,－ ,30,"2F, No.147,Sec. 2,Jianguo N. Rd.,TAIPEI, 104, TAIWAN, ROC　",30990747,一智投資股份有限公司,蘇文宗,潘薇馨,處經理,莊博勝,02-2501-5568,19821108,20020204,新台幣                 10.0000元,548977600,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下二樓,安永聯合會計師事務所,林素雯,王慕凡,DIMENSION,02-2505-5134,vivienne_pan@dimension.com.tw,www.dimension.com.tw,54897760
1150908,6143,振曜科技股份有限公司,振曜,－ ,27,"No. 945, Boai St.,Jubei City, Hsinchu, 302, Taiwan,R.O.C",16084080,宗緒福,呂信勇,黃子瑋,副總經理,張書豪,(03)5535565,19970606,20020128,新台幣                 10.0000元,860588970,0,0,1,元大證券股務代理部,(02)25865859,臺北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,黃海寧,鄭安志,"NETRONIX,INC.",(03)5535552,pr@netronixinc.com,www.netronixinc.com,86058897
1150908,6144,得利影視股份有限公司,得利影,－ ,32,"10F, 53, Ming Chuan W. Rd.Taipei, 104 Taiwan",89398566,吳昭弘,楊愛麗,楊愛麗,總經理,單慧梅,25962866,19950719,20020123,新台幣                 10.0000元,382737010,21682128,0,2,國票綜合證券(股)公司股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,資誠聯合會計師事務所,王菘澤,楊蕙慈,DMT,25964829,alice-yang@deltamac.com.tw,www.deltamac.com.tw,38273701
1150908,6146,耕興股份有限公司,耕興,－ ,31,"6F, No.106, Hsin Tai Wu Rd., Sec.1, Hsi-Chih,Taipei,Taiwan.　　Hsi-Chih,Taipei,Taiwan.",97491093,黃文亮,黃文亮,潘鳳雯,財務部協理,周煒哲,(02)26962468,19970501,20020123,新台幣                 10.0000元,1018671990,0,0,1,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段二號五樓,勤業眾信聯合會計師事務所,黃毅民,陳文香,SPORTON　　,(02)26962255,gracepan@sporton.com.tw,www.sporton.com.tw,101867199
1150908,6147,頎邦科技股份有限公司,頎邦,－ ,24,"　　No 3,Li Hsin 5 Rd.,Science-Based Industrial Park　　Hsinchu,Taiwan,R.O.C.",16130009,吳非艱,施政宏,羅世蔚,財務長,田景渝,(03)567-8788,19970702,20020131,新台幣                 10.0000元,7445775390,0,0,1,元大證券股份有限公司,(02)25865859,106臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,江采燕,王國華,CHIPBOND　,(03)563-8998,carolt@chipbond.com.tw,www.chipbond.com.tw,744577539
1150908,6148,驊宏資通股份有限公司,驊宏資,－ ,30,"5F., No.30, Beiping E. Rd., Jhongjheng District,Taipei City 100, Taiwan (R.O.C.)",86468118,皮卡比熊股份有限公司,廖文鐸,高郁芬,公司治理主管,王彥淩,(02)2356-3996,19911227,20020201,新台幣                 10.0000元,466037570,0,0,1,群益金鼎證券(股)公司股務代理部,(02)2703-5000,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,姚勝雄,褚世蘭,AZION,(02)2356-3995,ir@azion.com.tw,www.azion.com.tw,46603757
1150908,6150,撼訊科技股份有限公司,撼訊,－ ,25,"7F-7, No.79, Hsin Tai Wu Rd. Sec. 1,HsiChih Dist,NEW TAIPEI CITY, TAIWAN 221, R.O.C.",16238655,張茂松,陳劍威,周忠信,總經理特助,謝文碧,86983000,19971008,20020311,新台幣                 10.0000元,483459850,0,0,1,富邦綜合證券股務代理部,23611300,台北市許昌街17號11樓,勤業眾信聯合會計師事務所,鄭欽宗,張青霞,Tul,(02)86983456,invest@tul.com.tw,www.tul.com.tw,48345985
1150908,6151,晉倫科技股份有限公司,晉倫,－ ,31,"NO. 250, CHANGFA RD, NANGANG VIL, DAYUAN  DIST,TAOYUAN CITY, TAIWAN, R.O.C.　　",12390496,鐘春重,陳原振,陳萬得,經理,何彥勳,(03)386-8820,19820715,20020225,新台幣                 10.0000元,552573000,0,0,1,統一綜合證券股份有限公司,(02)2746-3797,台北市松山區東興路8號B1樓,正風聯合會計師事務所,吳欣亮,黃健瑋,GINAR　　,(03)386-3587,ginar@ginar.com.tw,www.ginar.com.tw,55257300
1150908,6154,順發電腦股份有限公司,順發,－ ,29,"No.2, Jianguo 2nd Rd., Sanmin Dist.,Kaohsiung,Taiwan,R.O.C.　",89743949,吳錦昌,黃柏峰,楊佳芳,財務部經理,黃柏峰,(07)2366221,19951221,20020218,新台幣                 10.0000元,800800000,0,0,1,華南永昌綜合證券股份有限公司,(02)27186425,台北市105民生東路四段54號4樓,安侯建業聯合會計師事務所,許振隆,陳永祥,Sunfar,(07)2365669,11228@sunfar.com.tw,http://www.sunfar.com.tw,80080000
1150908,6156,松上電子股份有限公司,松上,－ ,28,"4F., NO.117, Zhongcheng Rd.,Tucheng Dist., New Taipei City, Taiwan",22944019,包仁志,陳添富,徐丸杏,財務長,蔡蕙竹,02-22686867,19880613,20020219,新台幣                 10.0000元,1078750100,16000000,0,1,台新證券股務代理部,(02)25048125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,羅筱靖,陳國帥,SONG SHANG　　,02-22686300,Investors@song-shang.com,www.song-shang.com.tw,107875010
1150908,6158,禾昌興業股份有限公司,禾昌,－ ,28,"NO.9,SHIN HWA RD,KWEI SHAN IND. PARK　　TAOYUAN, TAIWAN　　",22006020,陳可宣,陳可宣,詹朝貴,財務長,張凱明,03-3766666,19860111,20020219,新台幣                 10.0000元,550287880,0,0,1,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信會計師事務所,劉建良,高逸欣,P-TWO　　,03-3768026,thomas.yuan@p-two.com.tw,www.p-two.com,55028788
1150908,6160,欣技資訊股份有限公司,欣技,－ ,25,"12F,333 Dunhua S. Rd.,Sec.2 　　Taipei,Taiwan　　",23058518,廖宜彥,廖宜彥,張家榮,財會處資深經理,王麒博,02-86471166,19881012,20020301,新台幣                 10.0000元,684891200,0,0,1,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,張耿禧,尤盟貴,Cipherlab　,02-87322255,IR@cipherlab.com.tw,http://www.cipherlab.com.tw,68489120
1150908,6161,捷波資訊股份有限公司,捷波,－ ,25,"9F, 207, Sec. 3, Beixin Rd.,Xindian Dist., New Taipei City, Taiwan",22178466,莊永順,林建宏,周倩竹,財務長,莊振炎,(02)8913-2711,19860804,20020301,新台幣                 10.0000元,562374770,0,0,1,群益金鼎證券股份有限公司,02)2702-3999,臺北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林柏全,馮敏娟,JETWAY　,(02)8913-2722,ir@jetway.com.tw,https://jetwayipc.com/,56237477
1150908,6163,華電聯網股份有限公司,華電網,－ ,30,"11F1,No.108,Hsin-Tai-Wu Rd.,Sec.1　　Hsi-Chih,New Taipei City,Taiwan,R.O.C.",84778623,陳國章,陳國章,王榮德,營運長,謝明燁,(02)26967155,19940504,20020319,新台幣                 10.0000元,1488387470,0,0,1,中國信託商業銀行 代理部,(02)2717-1033,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,黃欣婷,池世欽,HWACOM　　,(02)26967199,caroline.hsiao@hwacom.com,www.hwacom.com,148838747
1150908,6167,久正光電股份有限公司,久正,－ ,26,"No.8,6th.Rd.,Taichung Industrial Park,Taichung ,Taiwan ,R.O.C.　",22100566,王世岳,王世岳,黃靜妮,財務部經理,徐惠玲,04-23558168,19910902,20020326,新台幣                 10.0000元,1430800000,0,0,1,永豐金證券股務代理部,02-2381-6288,100台北市博愛路17號3樓,安侯建業聯合會計師事務所,王怡文,辛郁婷,POWERTIP,04-23558166,www.powertip.com.tw,www.powertip.com.tw,143080000
1150908,6169,昱泉國際股份有限公司,昱泉,－ ,32,"11F.-5, No. 633, Sec. 2, Taiwan Blvd., Xitun Dist.,Taichung City 407619 , Taiwan (R.O.C)",23296194,洪英超,洪英超,陳玉&#30494;,協理,洪英超,04-2253-2568,19890418,20020322,新台幣                 10.0000元,233949600,4469110,0,1,富邦綜合證券股份有限公司,02-2361-1300,台北市中正區許昌街十七號11樓,安永聯合會計師事務所,黃子評,黃靖雅,InterServ,04-2253-5818,financial@interserv.com.tw,www.interserv.com.tw/,23394960
1150908,6170,統振股份有限公司,統振,－ ,27,"No.181,AnMei St,NeiHu District,Taipei 114,Taiwan ,R.O.C",12135600,陳威宇,何明哲,何明哲,總經理,李伯陽,(02)27965959,19770819,20020416,新台幣                 10.0000元,972600380,10000000,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,勤業眾信聯合會計師事務所,許晉銘,邱鏞銘,WELLDONE　,(02)27965960,brian_li@welldone.com.tw,WWW.WELLDONE.COM.TW,97260038
1150908,6171,大城地產股份有限公司,大城地產,－ ,14,"6F., No.839, Sec. 4,    Taiwan Blvd., Xitun    Dist.,Taichung City    407, Taiwan     (R.O.C)",89596101,賴源釗,廖祐(人雋),簡淑勤,董事,鄧翔倩,(04)23580031,19950814,20020422,新台幣                 10.0000元,1000000000,0,0,2,福邦證券股份有限公司,(02)23711658,(100中正區)台北巿忠孝西路1段6號6樓,建智聯合會計師事務所,黃祥穎,廖年傑,Tacheng 　,(04)23587511,joyce_deng@aries-net.com.tw,www.aries-net.com.tw,100000000
1150908,6173,信昌電子陶瓷股份有限公司,信昌電,－ ,28,"No.566-1, Kaoshi Rd., Yangmei, 　Taoyuan 326103, Taiwan (R.O.C.)",23641338,焦佑衡,陳淳學,羅夏盈,處長,黃淑英,(03)475-3355,19900521,20020419,新台幣                 10.0000元,1609280000,0,0,1,信昌電子陶瓷(股)公司股務辦事處,02-27905885,台北市內湖區行善路398號8樓,勤業眾信聯合會計師事務所,黃毅民,陳文香,P.D.C.　,(03)485-2300,IR@pdc.com.tw,www.pdc.com.tw/,160928000
1150908,6174,安碁科技股份有限公司,安碁,－ ,28,"No. 11-3, Jianguo Rd., Tanzih Dist.,Taichung City 427, Taiwan R.O.C.　",22100469,林逸倫,李靜怡,陳孟成,協理,張絲袲,04-25335978,19901201,20020502,新台幣                 10.0000元,500000000,0,0,1,統一綜合證券股份有限公司,02-27478266,台北市松山區東興路8號1樓,資誠會計師事務所,賴志維,吳松源,AKER　　,04-25336011,service@aker.com.tw,www.aker.com.tw,50000000
1150908,6175,立敦科技股份有限公司,立敦,－ ,28,"No.9,Zhonglong  2nd Rd,  Tongluo TownshipMiaoli County 36643,  Taiwan ( R.O.C.)",84607396,吳志銘,李東榮,王國權,財務部協理,陳昌源,(037)222899,19931109,20020610,新台幣                 10.0000元,1501218120,0,0,1,台新綜合證券(股)公司股務代理部,(02)-25048125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,黃宇廷,羅文振,　　LITON,(037)229213,sales@liton.com.tw,http://www.liton.com.tw,150121812
1150908,6179,亞通利大能源股份有限公司,亞通,－ ,20,"22F., No.96, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City, Taiwan",89491275,呂元瑞,龔誠山,楊智鈞,副總經理,陳明朝,02-86961585,19950422,20020517,新台幣                 10.0000元,1773246500,12500000,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,張淑瑩,韓沂璉,ATE ENERGY,02-86961590,spokesperson@ateenergy.com.tw,www.ateenergy.com.tw,177324650
1150908,6180,遊戲橘子數位科技股份有限公司,橘子,－ ,32,"No.111, Ruihu St.,Neihu Dist., Taipei City, Taiwan",89550029,劉柏園,劉柏園,蘇信泓,集團財務長,孫迪蘭,(02)26588866,19950612,20020521,新台幣                 10.0000元,1754935730,0,0,1,凱基證券股份有限公司股務代理部,(02)23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,林一帆,林永智,GAMANIA,(02)26588855,ir@gamania.com   /   pr@gamania.com  business@gamania.com,http://www.gamania.com,175493573
1150908,6182,合晶科技股份有限公司,合晶,－ ,24,"No.100, Longyuan 1 st Rd., Longtan Science Park,Taoyuan,32542,Taiwan R.O.C.　　　",16138282,焦平海,張憲元,張憲元,總經理,蔡仲迪,(03)4815001,19970724,20020516,新台幣                 10.0000元,6253056620,0,0,1,凱基證券股份有限公司股務代理部,(02)23892999,台北市重慶南路一段2號5樓,安永聯合會計師事務所,鄭清標,張志銘,WAFER WORKS,(03)4815002,public@waferworks.com,Http://www.waferworks.com,625305662
1150908,6185,幃翔精密股份有限公司,幃翔,－ ,28,"3F., No.1, Ln. 11, Ziqiang St.Tucheng Dist., New Taipei City , Taiwan",22906009,陳文鏗,陳文鏗,朱正科,經理,洪嘉良,(02)22672346,19880426,20020809,新台幣                 10.0000元,1498675310,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台&#63843;市中正區許昌街 17 號 11 &#63820;,大中國際聯合會計師事務所,林月霞,張榕枝,PLASTRON,(02)22681211,spokesman@plastron.com.tw,https://www.plastronconn.com/zh_TW,149867531
1150908,6186,新潤興業股份有限公司,新潤,－ ,14,"8F., No.109, Sec. 3, Minsheng E. Rd., Songshan Dist.,Taipei City 105, Taiwan R.O.C.",16318881,郭長庚,郭長庚,蔣秀婷,業務部副總,廖育嫺,25450899,19980330,20020802,新台幣                 10.0000元,1949075980,0,0,2,兆豐證券股份有限公司,02-33930898,100台北市忠孝東路二段95號1樓,資誠聯合會計師事務所,余正富,黃金連,Shin Ruenn,25469299,afra@shinruenn.com.tw,http://www.shinruenn.com,194907598
1150908,6187,萬潤科技股份有限公司,萬潤,－ ,24,"NO.1,Lu-ke 10 Rd.,Lujhu Science Park,Lujhu DistKaohsiung  City ,821011,Taiwan(R.O.C)",97015768,盧鏡來,歐承恩,盧慧萱,董事長特助,蘇雅蓉,(07)607-1828,19960524,20020927,新台幣                 10.0000元,982627390,0,0,1,統一綜合證券股份有限公司,(02)2747-8266,105412 臺北市松山區東興路8號地下1樓,資誠聯合會計師事務所,徐惠榆,田中玉,ALL RING,(07)695-5556,huihsuan.lu@allring-tech.com.tw,www.allring-tech.com.tw,98262739
1150908,6188,廣明光電股份有限公司,廣明,－ ,25,"6F.,NO..58-2, Huaya 2nd Rd.,Guishan Dist.,Taoyuan City 33341, Taiwan,R.O.C.　　　",16836218,何世池,張嘉峰,李志仁,副總經理暨財務長,陳美娟,03-3288090,19990210,20020827,新台幣                 10.0000元,2783589100,0,0,1,中國信託銀行代理部,02-66365566,台北市重慶南路一段83號6樓,安侯建業聯合會計師事務所,陳盈如,陳宜君,QSI　,03-3289515,chih-jen.lee@qsitw.com,www.qsitw.com,278358910
1150908,6190,萬泰科技股份有限公司,萬泰科,－ ,27,"17 PEI-YUAN ROADCHUNG-LI INDUSTRIAL PARK, TAIWAN, R.O.C.",04674153,張銘烈,謝明遠,黃琡媚,財務部經理,吳佩珊,03-452-7777,19780619,19980204,新台幣                 10.0000元,1865224410,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市100中正區重慶南路1段83號5樓,資誠聯合會計師事務所,楊蕙慈,王菘澤,WONDERFUL　　,03-4522021,wtc261@wontex.com.tw,http://www.wontex.com,186522441
1150908,6194,育富電子股份有限公司,育富,－ ,28,"24F., No.101, Xinpu 6th St., Taoyuan Dist., Taoyuan City 330, Taiwan (R.O.C.)Taoyuan City ,  Taiwan (R.O.C.)",45082694,劉永幹,周志恒,許俊彥,財務長,彭明瑜,03-3460289,19830221,20021205,新台幣                 10.0000元,480000000,0,0,1,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,安永聯合會計師事務所,王瑄瑄,陳智忠,YUFO,03-3464069,webmail@yufo.com.tw,www.yufo.com.tw,48000000
1150908,6195,詩肯股份有限公司,詩肯,－ ,38,"No.69, Dinghu 1st St., Guishan Dist.,Taoyuan City 333, Taiwan.",89403884,林福勤,謝秀珠,何山壯,財務/會計主管,徐佳婕,(03)318-0555,19951009,20021021,新台幣                 10.0000元,501929420,0,0,1,凱基證券股份有限公司,(02)2389-2999,臺北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,陳重成,李麗凰,SCAN-D,(03)318-6555,grace@scanteak.com.tw,https://ir.scanteak.com.tw/,50192942
1150908,6198,瑞築建設股份有限公司,瑞築,－ ,14,"7F., No.467, Singshan Rd.,Neihu Dist., Taipei City 114063, Taiwan",16759177,陳朝城,郭嘉棟,邱采欣,財務經理,賴春燕,(02)87523988,19981029,20021226,新台幣                 10.0000元,1714003500,138765000,0,1,永豐金證券股務代理部,(02)23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,王慕凡,王甯寬,Rich Circle,(02)87523989,info@richcircle.com.tw,http://www.richcircle.com.tw,171400350
1150908,6199,天品聯合企業股份有限公司,天品,－ ,20,"8 F., No. 657, Bannan Rd., Zhonghe Dist.New Taipei City, aiwan (R.O.C.)",84228281,李振寬,李娜亞,洪春木,經理,李娜亞,(03)2756356,19930403,20161007,新台幣                 10.0000元,617600180,0,0,1,元大證券股份有限公司股務代理部,(02)25865859,106臺北市大安區敦化南路2段67號地下一樓,國富浩華聯合會計師事務所,吳孟達,陳謙慧,TienPin,(03)4261750,jerryhung@datafab.com,www.datafab.com,61760018
1150908,6203,海韻電子工業股份有限公司,海韻電,－ ,28,"8F., #19 Alley 360 Sec. 1, Neihu Road, Neihu,Taipei,Taiwan, R.O.C.",04329168,張昀琦,孫崇熙,裴琳,特助,呂螢芳,02-26590338,19750919,20021226,新台幣                 10.0000元,824013700,0,0,1,統一綜合證券股份有限公司,02-27463666,台北市松山區東興路8號B1,勤業眾信聯合會計師事務所,胡家熀,莊碧玉,Sea Sonic,02-26590530,investor@seasonic.com.tw,www.seasonic.com,82401370
1150908,6204,台灣艾華電子工業股份有限公司,艾華,－ ,28,"9F,NO.1221 CHUNG CHENG RD,TAOYUAN,TAIWAN R.O.C.",43408984,陳碩璨,黃國義,黃伯璁,財會部資深經理,陳鵬如,(03)357-7799,19700214,20021113,新台幣                 10.0000元,231020800,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,洪國森,陳政初,ALPHA,(03)356-2009,janet@taiwanalpha.com,www.taiwanalpha.com,23102080
1150908,6207,雷科股份有限公司,雷科,－ ,28,"NO.248-39,SHIN SHENG RD CHIEN ZHEN DISTRICT, 806KAOHSIUNG TAIWAN, R.O.C",22837088,鄭再興,黃萌義,唐靜玲,協理,陳炫佑,07-8159877,19880906,20021223,新台幣                 10.0000元,930664840,0,0,1,元大證券股份有限公司,02-25865859,106臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,吳建志,王國華,LASERTEK,07-8156711,lasertek@lasertek.com.tw,www.lasertek.com.tw,93066484
1150908,6208,日揚科技股份有限公司,日揚,－ ,24,"No.8, Huoshui Rd., Xinshi Dist.Tainan City, Taiwan 744",16101031,馬堅勇,吳昇憲,吳昇憲,總經理,羅筱秋,(06)246-0296,19970529,20021223,新台幣                 10.0000元,944623430,0,0,1,國票綜合證券(股)公司股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,資誠聯合會計師事務所,王銘義,林永智,Htc,(06)599-5055,ec@high-light.com.tw,http://www.htcvacuum.com/,94462343
1150908,6210,慶生電子股份有限公司,慶生,－ ,28,"NO.24 SONGJIANG N.ROAD　CHUNG-CIINDUSTRIAL PARK, TAOYUAN,TAIWAN",45190379,王興榮,朱陳永慶,范揚淵,副總經理,王桂香,(03)4529556,19841005,20030214,新台幣                 10.0000元,350480000,0,0,2,統一綜合證券股份有限公司,(02)27463797,台北市東興路八號地下一樓,資誠聯合會計師事務所,李燕娜,蔡欣怡,　　KINTECH,03-4510791,880001@kintech.com.tw,WWW.KINTECH.COM.TW,35048000
1150908,6212,理銘開發股份有限公司,理銘,－ ,14,"7F,No.419,Sec.2 Kung Dao Wu  Rd. ,Hsin Chu,Taiwan,R.O.C.",07611076,曾森縣,曾森縣,曾森縣,總經理,葉良平,(03)6886188,19771108,20021226,新台幣                 10.0000元,1020000000,0,0,2,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,致遠聯合會計師事務所,侯委&#26187;,張益銘,LI MING,(03)6886189,fred@met.com.tw,http://www.met.com.tw,102000000
1150908,6217,中國探針股份有限公司,中探針,－ ,28,"4F., No.8, Ln. 24, Heping Rd.,Banqiao Dist., New Taipei City 220",22059031,陳志&#23791;,馮明欽,楊璽邁,副總經理,林文泓,02-29612525,19860122,20030109,新台幣                 10.0000元,1172100180,0,0,1,凱基證券股份有限公司,02-23892999,台北市中正區重慶南路一段2號4樓,資誠聯合會計師事務所,王菘澤,吳仁杰,C.C.P.,02-29610355,info@pccp.com.tw,https://www.ccpcontactprobes.com/,117210018
1150908,6218,豪勉科技股份有限公司,豪勉,－ ,27,"3rd Fl., No. 70, Sec. 1, Chengde Rd.　Taipei, Taiwan, R.O.C.",12223097,彭以豪,蘇惠婉,蘇惠婉,總經理,劉怡君,(02)2559-6163,19790426,20030114,新台幣                 10.0000元,642620000,0,0,1,凱基證券股務代理部,(02)2389-2999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,尤志峰,邱政俊,Hauman,(02)2549-2681,pr@hauman.com.tw,www.hauman.com.tw,64262000
