Date,SecuritiesCompanyCode,CompanyName,CompanyAbbreviation,Registration,SecuritiesIndustryCode,Address,UnifiedBusinessNo.,Chairman,GeneralManager,Spokesman,TitleOfSpokesman,DeputySpokesperson,Telephone,DateOfIncorporation,DateOfListing,ParValueOfCommonStock,Paidin.Capital.NTDollars,PrivateStock.shares,PreferredStock.shares,PreparationOfFinancialReportType,StockTransferAgent,StockTransferAgentTelephone,StockTransferAgentAddress,AccountingFirm,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Symbol,Fax,EmailAddress,WebAddress,IssueShares
1150908,6972,博瑞達應用材料股份有限公司,博瑞達應材,－ ,21,"10 F., No. 9-1, Sec. 3, Nangang Rd., Nangang Dist.Taipei City 11494, Taiwan (R.O.C)",12936216,林佳璋,Gordon Christopher Bell,魏英傑,資深副總,許雅婷,(02)27955338,20010807,20241129,新台幣                 10.0000元,229346860,0,0,1,中國信託商業銀行代理部,(02)6636-5566,臺北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,江家齊,張純怡,PROTRADE,(02)27927783,paminfo@protrade.org,http://www.protrade.org/zh_tw/,22934686
1150908,6973,永立榮生醫股份有限公司,永立榮,－ ,22,"2 F-1, No. 150, Sec. 2, Shengyi RdZhubei City, Hsinchu County ,Taiwan",54867417,簡奉任,黃效民,黃效民,總經理/技術長,簡奉任,02-2697-5599,20150904,20230720,新台幣                 10.0000元,408030000,0,0,1,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,馮敏娟,阮呂曼玉,U-Neuron,2697-1389,service@u-neuron.com,https://www.u-neuron.com/,40803000
1150908,6976,英屬開曼群島商育世博(股)公司,育世博-KY,KY 開曼群島                                                    ,22,"12F. No.508, Sec.7 Zhongxiao E. Rd., Nangang Dist.,Taipei,Taiwan",82983710,蕭世嘉,蕭世嘉,賴彥達,執行營運總監,周家瑋,02-2697-6100,20170215,20230808,新台幣                 10.0000元,5828671100,0,0,1,台新綜合證券股務代理部,02-2504-8125,臺北市中山區建國北路一段 96 號 B1,資誠聯合會計師事務所,鄧聖偉,梁嬋女,Acepodia,02-2697-6102,ir@acepodiabio.com,https://www.acepodia.com,582867110
1150908,6977,聯純科技股份有限公司,聯純,－ ,35,"9,Road.12,Taichung lndustrial District,Taichung,Taiwan,R.O.C.",16364857,許銘喬,許銘喬,許銘喬,總經理,汪顏秀,04-23503937,19980113,20230925,新台幣                 10.0000元,140000000,0,0,1,國票綜合證券,02-25288988,台北市南京東路5段188號15樓,安永聯合會計師事務所,林政緯,鄭清標,UPT,04-23500023,ir@upt.com.tw,http://www.upt.com.tw/,14000000
1150908,6979,勝釩科技股份有限公司,勝釩,－ ,26,"No.30,Gaonan Road,Renwu Dist. Kaohsiung City 814, Taiwan",53078272,黃閔晨,黃閔晨,吳玲君,公司治理主管,黃奇男,07-3420171,20100726,20240527,新台幣                 10.0000元,120000000,0,0,1,華南永昌股務代理部,(02)2718-6425,台北市民生東路四段54號4樓,安侯建業聯合會計師事務所,陳永祥,蘇彥達,Vft,07-3420871,mct.co.ltd@vft.com.tw,http://www.vft.com.tw,12000000
1150908,6980,鐳洋科技股份有限公司,鐳洋科技,－ ,27,"20F.-4, No. 75, Sec. 1, Xintai 5th Rd., Xizhi Dist.New Taipei City, Taiwan",54833711,王奕翔,王奕翔,胡文修,財務長,待補,02-8698-1068,20150417,20230810,新台幣                 10.0000元,300000000,0,0,1,凱基證券股份有限公司股務代理部,02-2389-2999,台北市中正區重慶南路一段二號五樓,勤業眾信聯合會計師事務所,胡家熀,莊碧玉,RPTK,02-8698-1020,IR@rapidtek.net,https://www.rapidtek.net/tw,30000000
1150908,6984,交流資服股份有限公司,ACpay,－ ,36,"4F.-7, No. 20, Ankang Rd., Neihu Dist.,Taipei City 114044 , Taiwan (R.O.C.)",83711478,陳彥甫,許文謙,李常裕,營運長,彭宗建,02-25078851,20200713,20231020,新台幣                 10.0000元,192393730,0,0,1,台新綜合證券(股)公司股務代理部,02-25048125,台北市中山區建國北路1段96號地下1樓,勤業眾信聯合會計師事務所,李冠豪,錢奕圻,ACpay,02-25082902,acsec@acpay.com.tw,http://www.acpay.com.tw,19239373
1150908,6987,寶晶能源股份有限公司,寶晶能源*,－ ,35,"8 F., No. 463, Xingshan Rd., Neihu Dist.Taipei City, Taiwan",50791838,蔡佳&#26187;,蔡佳&#26187;,賴明宗,副總經理,許秉文,(02)2796-1122,20180710,20240826,無面額,3777745225,0,0,1,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,陳明輝,寇惠植,Ina Energy,(02)8791-9989,IR@inaenergy.com.tw,https://www.inaenergy.com.tw,224467500
1150908,6990,華鉬實業股份有限公司,華鉬,－ ,35,"No. 19, Gongye W. 1st Rd., Lukang Township.Changhua County 50544, Taiwan.(R.O.C.)",16803770,王大介,王大介,王大介,總經理,林俊湧,(04)7811937,19990514,20230908,新台幣                 10.0000元,641719480,0,0,1,永豐金證券(股)公司股務代理部,(02)23816288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,吳松源,徐建業,PMIC,(04)7811563,spokeperson@plummonix.com,https://www.plummonix.com/zh-tw,64171948
1150908,6992,萬勝發科技股份有限公司,萬勝發科技,－ ,24,"20F.-3, No. 32, Gaotie 2nd RoadZhubei City, Hsinchu County 302, Taiwan",54511514,張家祥,葛雲湘,葛雲湘,總經理,葛允娟,(03)668-4588,20130801,20260722,新台幣                 10.0000元,256990000,0,0,2,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,劉怡青,張正修,FA Tech,(03)668-4589,IR@fortuneadvanced.com,https://www.fortuneadvanced.com,25699000
1150908,6995,野獸國股份有限公司,野獸國,－ ,20,"12F., No.210, Sec. 1, Sanmin Rd., Banqiao Dist.,New Taipei City 220340, Taiwan (R.O.C.)",29133182,楊詠喨,楊詠喨,楊傑麟,財務長,陳琇蓮,02-8953-2388,20100120,20250121,新台幣                 10.0000元,270000000,0,0,1,群益金鼎證券(股)公司股務代理部,02-2702-3999,台北市大安區敦化南路二段97號地下2樓,勤業眾信聯合會計師事務所,蔡宗遠,池瑞全,BK,02-8953-6355,investors@beast-kingdom.com.tw,https://beast-kingdom.com,27000000
1150908,6999,瀚醫生技股份有限公司,瀚醫生技,－ ,22,"15F-11, No.99, Sec.1, Xintai 5th Rd.,Xizhi Dist., New Taipei City, Taiwan",24465838,陳昌慧,陳昌慧,陳昌慧,總經理,劉清雄,(02)26971328,20090922,20240731,新台幣                 10.0000元,231158330,0,0,1,兆豐證券股份有限公司股務代理部,(02)33930898,台北市忠孝東路二段95號1樓,資誠聯合會計師事務所,林永智,廖福銘,Han Biomedical,(02)26971269,speaker@hanbiomedical.com,https://www.hanbiomedical.com/,23115833
1150908,7415,元澄半導體科技股份有限公司,元澄半導體,－ ,24,"21 F.-2, No. 29, Haibian Rd., Lingya Dist.,Kaohsiung City 802, Taiwan  (R.O.C.)",82947638,蕭文雄,王亦倢,陳憲煒,董事,王亦倢,07-269-2857,20201209,20260617,新台幣                 10.0000元,300000000,0,0,2,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,邱琬茹,黃敏如,BEST,07-269-2856,IR@best-oeic.com,https://best-oeic.com,30000000
1150908,7418,香繼光股份有限公司,香繼光,－ ,16,"2F , No.62-1, Xinguang Rd., Taiping Dist.,Taichung City , Taiwan (R.O.C.)",24435384,黃宏偉,黃智雄,李秋玉,財務長,黃紫雅,04-23958081,20090702,20260626,新台幣                 10.0000元,275543070,0,0,1,台新綜合證券(股)公司股務代理部,02-25048125,台北市中山區建國北路一段96號B1,安侯建業聯合會計師事務所,陳政學,張字信,JG-SSG,04-23955030,Invest@jgssg.com.tw,https://tw.group.jgssg.com.tw/,27554307
1150908,7419,達勝科技股份有限公司,達勝,－ ,28,"No.2-6, Gongye 2nd Rd., Pingjhen Dist, Taoyuan Cisty 324, Taiwan(R.O.C)Taoyuan City 324 Taiwan(R.O.C.)",27449349,孫德崢,孫德崢,魏宛筠,財務部協理,蔡雅芬,03-4195560,20040921,20190925,新台幣                 10.0000元,400000000,0,0,2,中國信託商業銀行代理部,0266365566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,李燕娜,吳偉豪,MTC,03-4192610,IR@mortech.com.tw,http://www.mortech.com.tw,40000000
1150908,7422,鴻林堂生物科技股份有限公司,鴻林堂,－ ,22,"3F, No.15. Industry E. 9th Rd., Science ParkHsinchu City, Taiwan",28113666,李冠林,李冠林,李冠林,總經理,劉星汝,03-5799292,20140225,20260724,新台幣                 10.0000元,232720000,0,0,2,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,邱琬茹,黃敏如,SMOBIO,03-5790202,info@smobio.com,https://tw.smobio.com,23272000
1150908,7427,華上生技醫藥股份有限公司,華上生醫,－ ,22,"16F.-5, No. 508, Sec. 7, Zhongxiao E. Rd., Nangang Dist.,Taipei City , Taiwan (R.O.C.)",54179426,陳嘉南,陳嘉南,趙月秀,資深副總經理,吳宜樺,02-27851399,20130403,20210708,新台幣                 10.0000元,540262350,0,0,2,台新綜合證券(股)公司股務代理部,(02) 25048125,台北市中山區建國北路1段96號地下1樓,安永聯合會計師事務所,林世寰,張巧穎,GNTbm,02-27851677,info@gntbm.com.tw,http://www.gntbm.com.tw,54026235
1150908,7443,凡事康流體科技股份有限公司,凡事康,－ ,20,"NO21, Jingjian Road.Pingtung City, 900, Taiwan,R.O.C.",70401437,賴炎村,賴炎村,賴炎村,總經理,李俊穎,08-7558557,20000519,20160215,新台幣                 10.0000元,220000000,0,0,1,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,張慈媛,王騰葦,FLUXTEK,08-7537100,7443@fluxtek.com,http://www.fluxtek.com,22000000
1150908,7455,樺緯物聯股份有限公司,樺緯物聯,－ ,25,"16F-1,NO.81 Sec.1, Xintai 5th Rd., Xizhi Dist.New Taipei City ,Taiwan",80503525,朱復銓,陳信宇,葉佳雯,財務資深經理,莊書凡,02-86984245,20030731,20250110,新台幣                 10.0000元,255000000,0,0,2,台新綜合證券股份有限公司,(02)2504-8125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,羅筱靖,陳國帥,DEXATEK,02-86984108,ir7455@dexatek.com,https://www.dexatek.com/,25500000
1150908,7507,環拓科技股份有限公司,環拓科技,－ ,35,"NO.25,YONGXIANG RD;FANGLIAO TOWNSHIP,PINGTUNG COUNTY 940,TAIWAN(ROC)TAIWAN(ROC)",27695279,袁連惟,吳俊耀,林煥騰,副總經理,袁梓鈞,08-8663546,20051026,20200320,新台幣                 10.0000元,1020999740,0,0,1,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號B1,安侯建業聯合會計師事務所,高鈺倫,陳永祥,ENRESTEC INC.,08-8664911,info@enrestec.com.tw,www.enrestec.com.tw,102099974
1150908,7516,清淨海生技股份有限公司,清淨海,－ ,20,"No.43 Guanye E. Rd.,Pingzhen Dist., Taoyuan City 324, Taiwan",28646868,羅允俊,羅允俊,翁雅萍,協理,魏郁芬,(03)468-8698,20070418,20181224,新台幣                 10.0000元,193089280,0,0,1,兆豐證券股份有限公司股務代理部,(02)3393-0898,台北市忠孝東路二段95號1樓,安侯建業聯合會計師事務所,高鈺倫,張淑瑩,Sea Mild,(03)468-6746,investment@seamild.com.tw,www.seamild.com.tw,19308928
1150908,7530,鋒魁科技股份有限公司,鋒魁科技,－ ,24,"No.232, Youyi Rd. Zhunan TownshipMiaoli County, Taiwan",28772230,張育銓,張育銓,張育銓,董事長,李葆慧,(037)586993,20070807,20211124,新台幣                 10.0000元,465000000,0,0,1,中國信託銀行代理部,0266365566,100台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,白淑蒨,江采燕,Forward Tek.,(037)585987,7530@forward-tek.com.tw,www.forward-tek.com.tw,46500000
1150908,7551,知識科技股份有限公司,知識科技,－ ,36,"No.16, Ln. 137, Qingnian Rd., West Central Dist.Tainan City 700, Taiwan",27880210,任正偉,任正偉,任正偉,總經理,沈珮君,06-2283100,20050829,20191212,新台幣                 10.0000元,121000000,0,0,2,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,洪國森,黃子評,FLASHAIM,06-2268214,snare@flashaim.com,www.flashaim.com,12100000
1150908,7558,群利科技股份有限公司,群利科技,－ ,20,"No. 75-7, Zhouzi St., Neihu Dist., Taipei City 114680, Taiwan (R.O.C.)Taipei city",24467961,王聖(敏心),王聖(敏心),王聖(敏心),總經理,葉寶宸,02-26579888,20091001,20210503,新台幣                 10.0000元,186207570,0,0,2,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,安永聯合會計師事務所,劉榮進,謝勝安,BRYTON,02-26271295,ir@brytonsport.com,http://www.brytonsport.com,18620757
1150908,7561,光晟生物科技股份有限公司,光晟生技,－ ,22,"No. 1, Dali 2nd Rd.,Shanhua Dist.,Tainan City 74144, Taiwan",27219254,許庭源,陳韻茹,陳韻茹,總經理,許庭源,06-5052755,20050302,20200706,新台幣                 10.0000元,300852620,673,0,1,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,陳政初,洪國森,Bioray Biotech,06-5053130,vincent@bio-ray.com.tw,http://www.bio-ray.com.tw,30085262
1150908,7562,博來科技股份有限公司,博來科技,－ ,25,"3F., No.77, Lide St.,Zhonghe Dist., New Taipei City, Taiwan",23744186,蔣永慶,蔣永慶,陳光旭,研發副總經理,周美娟,02-2228-1055,19900515,20230830,新台幣                 10.0000元,225535400,0,0,1,華南永昌綜合證券股份有限公司,02-2718-6425,10574 台北市松山區民生東路四段54號4樓,勤業眾信聯合會計師事務所,李麗凰,蔡宗遠,LEX,02-2228-1056,IR@lex.com.tw,https://www.lex.com.tw/,22553540
1150908,7566,亞果遊艇開發股份有限公司,亞果遊艇,－ ,16,"No. 777, Sec. 2, Xingang Rd., Anping Dist.,Tainan City 708, Taiwan (R.O.C.)",54636681,侯佑霖,王昱茗,王昱茗,總經理,邱旭鴻,06-2983699,20140716,20200701,新台幣                 10.0000元,1597726470,21000000,0,1,統一綜合證券(股)公司股務代理部,02-27463797,台北市松山區東興路8號地下一樓,國富浩華聯合會計師事務所,邱繼盛,鄭翔宇,AYDC,06-2982905,chihonchiu@argoyc.com,https://www.argoyc.com/,159772647
1150908,7578,利百景股份有限公司,利百景,－ ,20,"No. 28, Gong 1st Rd., Liuying Dist., Tainan CityTAINAN CITY TAIWAN,ROC",24527031,鍾政祐,鍾政祐,鍾政祐,董事長,楊淑芬,06-6235353,20101101,20220601,新台幣                 10.0000元,600733710,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街17號11樓,勤業眾信聯合會計師事務所,楊朝欽,廖鴻儒,Revivegen,06-6233535,revivegen@revivegen.com.tw,www.revivegen.com.tw,60073371
1150908,7583,國際海洋股份有限公司,國際海洋,－ ,35,"9F, No. 89, Sec. 5, Nanjing E. Rd.,Songshan Dist., Taipei City, Taiwan",54503373,蔡明格,蔡明格,魏妤珍,財務協理,王奕仁,02-2222-8936,20130704,20230926,新台幣                 10.0000元,245748120,0,0,1,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,陳昭宇,吳鈞麟,IOG,02-2222-9036,info@iovtec.com.tw,https://www.iog-tw.com/,24574812
1150908,7590,怡和國際股份有限公司,怡和國際,－ ,20,"26F.-2, No. 55, Zhongzheng 3rd Rd. Xinxing Dist.,Kaohsiung City , Taiwan",24455135,朱文煌,簡福添,陳柔伊,副總經理,林偉敦,07-2255365,20090813,20220302,新台幣                 10.0000元,1223792640,0,0,1,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,安永聯合會計師事務所,李芳文,陳政初,Yiho Int'l,07-2255500,IR@yihoinc.com.tw,http://www.yihoinc.com.tw/,122379264
1150908,7595,世基生物醫學股份有限公司,世基生醫,－ ,22,"7F., No. 302, Jianguo 1st Rd., Xinzhuang Dist.,New Taipei City, Taiwan(R.O.C)",27953682,蔡詩辰,徐英洲,陳冠志,公關長,徐英洲,(02)2798-5885,20050928,20201222,新台幣                 10.0000元,504650000,0,0,1,統一綜合證券股份有限公司,(02)2746-3797,台北市松山區東興路8號地下1樓,安侯建業聯合會計師事務所,池世欽,黃欣婷,Pharmigene,(02)2627-5069,service@pharmigene.com,www.pharmigene.com.tw,50465000
1150908,7607,通用幹細胞股份有限公司,通用幹細胞*,－ ,22,"No.18, Ln. 10, Taiping 21st St., Taiping Dist.,Taichung City 411021, Taiwan",42893208,蘇鴻麟,蔡吳鑫,蔡吳鑫,總經理,謝佳穎,04-22766193,20180322,20230525,無面額,270172143,6100000,0,2,中國信託商業銀行 代理部,02-6636-5566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,陳明宏,羅文振,DuoGenic,04-22859212,info@duogenicsc.com,https://www.dgsc.com.tw/,36653000
1150908,7669,碩正科技股份有限公司,碩正科技,－ ,24,"No. 72, Nangong Rd., Luzhu Dist.,Taoyuan City , Taiwan(R.O.C)",28660220,楊允斌,楊允斌,徐世宗,財務經理,楊裕隆,(03)222-9398,20070507,20251127,新台幣                 10.0000元,220000000,0,0,2,華南永昌綜合證券股務代理部,(02)2718-6425,臺北市松山區民生東路4段54號4樓,資誠聯合會計師事務所,林冠宏,陳憲正,Suregiant,(03)222-9397,stevenlika@suregiant.com.tw,https://sites.google.com/view/suregiant,22000000
1150908,7686,捷立康生物科技股份有限公司,捷立康,－ ,22,"6 F., No. 57, Zhouzi St., Neihu Dist.,Taipei City 114063, Taiwan (R.O.C.)",91046700,曾昱嘉,曾昱嘉,曾昱嘉,董事長暨總經理,周修禾,0226588099,20210729,20260831,新台幣                 10.0000元,501100000,0,0,2,元大證券股份有限公司股務代理部,0225865859,106045台北市大安區敦化南路二段67號B1,安永聯合會計師事務所,呂倩雯,陳智忠,A-TOP,無,ir@a-top.com,https://www.a-top.tw/,50110000
1150908,7702,前端離岸風電設備製造（股）公司,前端風電,－ ,35,"17F., No. 97, Sec. 4, Chongxin Rd.,Sanchong Dist., New Taipei City Taiwan",25066268,粟明德,黃俊傑,黃俊傑,總經理,黃致源,02-2970-1281,20091110,20231017,新台幣                 10.0000元,660000000,0,0,2,統一綜合證券(股)公司股務代理部,02-2746-3797,台北市東興路八號地下一樓,勤業眾信聯合會計師事務所,褚世蘭,虞成全,APEXWP,02-2975-5529,apextw@apexwp.com.tw,www.apexwp.com.tw,66000000
1150908,7706,宏碁創達股份有限公司,宏碁創達,－ ,20,"6F.-2, No.33, Huanke 1st Rd., Zhubei CityHsinchu County 302047, Taiwan (R.O.C.)",83561392,林弘道,陳惠雯,陳惠雯,總經理,張素娟,03-6567588,20191120,20231225,新台幣                 10.0000元,100000000,0,0,1,台新證券股份有限公司股務代理部,02-25048125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,王浚宇,陳建瑋,ASM,03-6682517,IR.ASM@acer-asm.com,https://www.acer-asm.com/,10000000
1150908,7707,益芯科技股份有限公司,益芯科,－ ,24,"2F., No.42, Park Avenue II., Science ParkHsin-chu City, 30075, Taiwan, R.O.C",12933631,陳仲羲,鄭榮文,林政賢,資深協理,謝盈盈,(03)563-4866,20010726,20231205,新台幣                 10.0000元,457000000,0,0,1,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,江采燕,謝智政,CMSC,(03)563-4863,IR@cmsc.com.tw,https://www.cmsc.com.tw,45700000
1150908,7710,東擎科技股份有限公司,東擎科技,－ ,25,"7F., No.9, Ln.79, Ligong St., Beitou District,Taipei City, Taiwan",50789586,李俊瑩,曾瑛俊,陳瑾慧,經理,李燕子,(02)5588-2688,20180704,20251028,新台幣                 10.0000元,639055800,0,0,1,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市重慶南路一段2號5樓,安永聯合會計師事務所,王甯寬,王瑄瑄,ASRockInd,(02)2858-1369,AsrockInd_Investor@asrockind.com,https://www.asrockind.com/zh-tw/,63905580
1150908,7719,碳基科技股份有限公司,碳基,－ ,20,"No. 18, Gongyequ 35th Rd., Xitun Dist.,Taichung City 407021, Taiwan (R.O.C.)",28585980,陳文宏,陳文宏 暫代,游沛文,董事暨執行長,陳文宏,04-23593393,20070301,20231123,新台幣                 10.0000元,360000000,2000000,0,2,統一綜合證券(股)公司股務代理部,02-27463797,台北市松山區東興路8號B1,安永聯合會計師事務所,羅文振,陳明宏,CBT,04-23593383,info@uaver.com,www.uaver.com,36000000
1150908,7724,諾亞克科技股份有限公司,諾亞克,－ ,22,"12 F., No. 129, Sec. 3, Minsheng E. Rd., Songshan Dist.Taipei City, Taiwan (R.O.C.)",53766524,JONE JENGHORNG CHEN,鍾劍鋒,鍾劍鋒,總經理,無,02-2378-0968,20120518,20240815,新台幣                 10.0000元,353808310,0,0,1,中國信託商業銀行代理部,02-6636-5566,臺北市中正區重慶南路一段83號5樓,安永聯合會計師事務所,王彥鈞,張巧穎,U-ARK,02-2378-0967,Ir_office@u-ark.com,https://www.u-ark.com.tw/,35380831
1150908,7725,列特博生技股份有限公司,列特博,－ ,22,"3F.-1, No. 150, Sec. 4, Chengde Rd., Shilin Dist.Taipei City 111052 , Taiwan (R.O.C.)",82901149,戴子煌,戴極昇,戴極昇,總經理,樊心絜,(02)2889-1136,20190612,20231222,新台幣                 10.0000元,483266330,0,0,1,福邦證券股份有限公司,(02)2371-1658,臺北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,林冠宏,陳憲正,LabTurbo,(02)2889-1146,investor.relations@labturbo.com.tw,http://www.labturbo.com.tw/,48326633
1150908,7726,暄達醫學科技股份有限公司,暄達,－ ,22,"NO.77 Keji 1st Road, Guishan Dist.Taoyuan City Taiwan",53853674,鄭瑋勳,王智緯,王智緯,總經理,潘素咪,03-3287882,20120523,20240227,新台幣                 10.0000元,203040000,0,0,1,群益金鼎證券(股)公司股務代理部,(02)2702-3999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,錢奕圻,張嘉銘,CARILEX,03-3282632,invest@carilexmedical.com,https://www.carilexmedical.com/,20304000
1150908,7729,仲恩生醫科技股份有限公司,仲恩生醫,－ ,22,"4F-1,No.12,Wenhu St., Neihu Dist., Taipei City 11445, TaiwanTAIPEI CITY 11445, TAIWAN (R.O.C.)",28833362,王玲美,柯景懷,柯景懷,總經理,羅憶枝,(02)2627-9216,20071218,20240311,新台幣                 10.0000元,806822410,6206897,0,1,永豐金證券股務代理部,(02)2381-6288,台北市博愛路17號3樓,安侯建業聯合會計師事務所,陳富仁,吳政諺,SBI,(02)2627-6455,ir@steminent.com,http://www.steminent.com,80682241
1150908,7731,火星生技股份有限公司,火星生技*,－ ,02,"13F., No. 655, Bannan Rd., Zhonghe Dist.,New Taipei City 235 , Taiwan (R.O.C.)",90723344,董澤平,楊硯超,楊硯超,總經理,簡妤珊,(02)8245-5250,20210513,20240205,新台幣                  0.2500元,130495143,7923932,0,1,永豐金證券股份有限公司,(02)2381-6288,臺北市中正區博愛路17號3樓,資誠聯合會計師事務所,顏裕芳,張珍綺,MARX,(02)2243-9543,IR@marxbiotech.com,https://marxbiotech.com/,521980572
1150908,7735,台灣智慧雲端服務股份有限公司,台智雲,－ ,30,"No. 177, Sec. 2, Zhongzheng E. Rd., Tamsui Dist.New Taipei City 251019, Taiwan (R.O.C.)",91120763,謝明傑,吳漢章,吳漢章,總經理,謝家禎,02-28987447,20210226,20260529,新台幣                 10.0000元,433310000,0,0,2,凱基證券股份有限公司股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,謝瑋莉,張淑瓊,TWAI,02-28091127,IR@twcloud.ai,https://www.twcloud.ai,43331000
1150908,7737,凱鈿行動科技股份有限公司,凱鈿,－ ,36,"5F-C., No.1-4, Zhonghua Rd., Yongkang Dist.,Tainan City 710, Taiwan",24373514,蘇柏州,蘇柏州,蘇宸霆,副總經理,林文瑋,(06)313-1660,20090320,20250205,新台幣                 10.0000元,297377850,0,0,1,中國信託商業銀行代理部,(02)6636-5566,臺北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,蘇郁琇會計師,曾建銘會計師,KDAN,(06)313-0835,ir@kdanmobile.com,https://www.kdan.com/,29737785
1150908,7742,天弘化學股份有限公司,天弘化,－ ,21,"No. 18, Shijian Rd., Hukou TownshipHsinchu County 303 , Taiwan",47104168,何基丞,黃朝輝,黃朝輝,總經理,鄧禮祥,03-5985750,19750709,20240704,新台幣                 10.0000元,663750000,0,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,100405台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳蓓琪,許明芳,URANUS,03-5984321,investor@uranuschemicals.com.tw,https://www.uranuschemicals.com.tw/,66375000
1150908,7745,紅陽科技股份有限公司,紅陽,－ ,36,"13F., No. 65, Sec. 2, Dunhua S. Rd., Da’an Dist.,Taipei City 106 , Taiwan (R.O.C.)",70828783,呂寶麟,張鈞昊,許恆基,財務長,張鈞昊,(02)2502-1869,20000726,20260105,新台幣                 10.0000元,179500000,0,0,1,第一金證券(股)公司股務代理部,(02)2563-5711,台北市大安區安和路一段27號六樓,安永聯合會計師事務所,呂倩雯,許新民,Red Sunrise,(02)2501-2727,redsunrise@esafe.com.tw,https://www.sunpay.com.tw,17950000
1150908,7748,鑫囍創業股份有限公司,鑫囍創業,－ ,20,"20F-1, No.171, Songde Rd,Taipei City",90602257,邱奕榮,黃偉豪,秦詩雁,執行副總,陳淑雯,02-27221766,20211230,20241205,新台幣                 10.0000元,145000000,0,0,1,華南永昌綜合證券股份有限公司,02-27186425,台北市民生東路四段54號4樓,資誠聯合會計師事務所,王方瑜,蕭春鴛,JollifyCreative,02-2722 2377,service@jollifycreative.com,https://jollifycreative.com/,14500000
1150908,7752,世紀樺欣風能股份有限公司,世紀樺欣,－ ,35,"No.1119, Sec. 1, Zhongshan Rd., Guanyin Dist.Taoyuan City , Taiwan (R.O.C.)",83575425,賴文祥,林明政,林明政,總經理,廖婉鈴,03-4730201,20200226,20240619,新台幣                 10.0000元,2000000000,0,0,2,元大證券股務代理部,02-25865859,106045臺北市大安區敦化南路二段67號地下一樓,安永聯合會計師事務所,林政緯,陳國帥,CHWE,03-4735235,ir@chwetw.com,http://www.chwetw.com/tw/,200000000
1150908,7754,安基生技新藥股份有限公司,安基生技,－ ,22,"16F.-6, No. 508, Sec. 7, Zhongxiao E. Rd., Nangang Dist., Taipei City 115TAIPEI CITY 115, TAIWAN (R.O.C.)",24777699,黃文英,黃文英,于怡文,處長,葉俊彥,(02)2365-5677,20141215,20240625,新台幣                 10.0000元,1009390390,0,0,2,中國信託股務代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,顏裕芳,蔡蓓華,AnnJi,(02)2365-8022,ir@ajpharm.com,http://www.ajpharm.com,100939039
1150908,7756,多那之國際股份有限公司,多那之,－ ,16,"No. 268, Kangping St., Sanmin DistKaohsiung City 807008 , Taiwan (R.O.C.)",59248513,王建仁,林育芳,林育芳,總經理,劉健智,(07) 311-0778,20170505,20240801,新台幣                 10.0000元,212830000,0,0,1,台新證券股務代理部,(02)2504-8125,台北市中山區建國北路一段96號B1,資誠聯合會計師事務所,王駿凱,廖阿甚,DONUTES,(07) 323-2381,ir@donutes.com.tw,https://www.donutes.com.tw/tw,21283000
